timestamp,temperatura,ec
2026-04-21T01:01:00+00:00,15.76,2.125
2026-04-21T01:02:00+00:00,15.93,2.246
2026-04-21T01:03:00+00:00,15.87,2.223
2026-04-21T01:04:00+00:00,16.04,2.23
2026-04-21T01:05:00+00:00,15.46,2.237
2026-04-21T01:06:00+00:00,16.18,2.273
2026-04-21T01:07:00+00:00,15.44,2.243
2026-04-21T01:08:00+00:00,15.78,2.186
2026-04-21T01:09:00+00:00,14.99,2.219
2026-04-21T01:10:00+00:00,16.18,2.275
2026-04-21T01:11:00+00:00,15.69,2.195
2026-04-21T01:12:00+00:00,16.07,2.152
2026-04-21T01:13:00+00:00,15.48,2.181
2026-04-21T01:14:00+00:00,15.94,2.198
2026-04-21T01:15:00+00:00,15.3,2.181
2026-04-21T01:16:00+00:00,15.81,2.14
2026-04-21T01:17:00+00:00,15.63,2.186
2026-04-21T01:18:00+00:00,15.94,2.216
2026-04-21T01:19:00+00:00,15.84,2.2
2026-04-21T01:20:00+00:00,16.39,2.155
2026-04-21T01:21:00+00:00,15.62,2.228
2026-04-21T01:22:00+00:00,15.67,2.08
2026-04-21T01:23:00+00:00,16.27,2.143
2026-04-21T01:24:00+00:00,16.48,2.239
2026-04-21T01:25:00+00:00,15.51,2.176
2026-04-21T01:26:00+00:00,15.45,2.141
2026-04-21T01:27:00+00:00,15.62,2.17
2026-04-21T01:28:00+00:00,15.78,2.139
2026-04-21T01:29:00+00:00,16.54,2.226
2026-04-21T01:30:00+00:00,15.24,2.139
2026-04-21T01:31:00+00:00,16.42,2.298
2026-04-21T01:32:00+00:00,16.08,2.164
2026-04-21T01:33:00+00:00,15.82,2.254
2026-04-21T01:34:00+00:00,16.13,2.089
2026-04-21T01:35:00+00:00,16.59,2.197
2026-04-21T01:36:00+00:00,16.19,2.169
2026-04-21T01:37:00+00:00,15.81,2.164
2026-04-21T01:38:00+00:00,15.75,2.129
2026-04-21T01:39:00+00:00,15.71,2.197
2026-04-21T01:40:00+00:00,16.29,2.208
2026-04-21T01:41:00+00:00,16.92,2.226
2026-04-21T01:42:00+00:00,16.03,2.258
2026-04-21T01:43:00+00:00,16.0,2.149
2026-04-21T01:44:00+00:00,16.42,2.283
2026-04-21T01:45:00+00:00,15.92,2.102
2026-04-21T01:46:00+00:00,17.01,2.169
2026-04-21T01:47:00+00:00,16.17,2.205
2026-04-21T01:48:00+00:00,15.92,2.182
2026-04-21T01:49:00+00:00,15.9,2.183
2026-04-21T01:50:00+00:00,16.29,2.254
2026-04-21T01:51:00+00:00,16.69,2.131
2026-04-21T01:52:00+00:00,16.68,2.269
2026-04-21T01:53:00+00:00,16.09,2.17
2026-04-21T01:54:00+00:00,16.07,2.132
2026-04-21T01:55:00+00:00,16.75,2.221
2026-04-21T01:56:00+00:00,16.35,2.228
2026-04-21T01:57:00+00:00,15.62,2.163
2026-04-21T01:58:00+00:00,16.38,2.131
2026-04-21T01:59:00+00:00,16.72,2.24
2026-04-21T02:00:00+00:00,16.31,2.215
2026-04-21T02:01:00+00:00,16.05,2.119
2026-04-21T02:02:00+00:00,15.64,2.172
2026-04-21T02:03:00+00:00,16.06,2.163
2026-04-21T02:04:00+00:00,16.56,2.171
2026-04-21T02:05:00+00:00,16.63,2.172
2026-04-21T02:06:00+00:00,16.84,2.213
2026-04-21T02:07:00+00:00,17.0,2.097
2026-04-21T02:08:00+00:00,15.71,2.107
2026-04-21T02:09:00+00:00,16.37,2.102
2026-04-21T02:10:00+00:00,16.8,2.263
2026-04-21T02:11:00+00:00,17.08,2.18
2026-04-21T02:12:00+00:00,16.6,2.097
2026-04-21T02:13:00+00:00,16.49,2.2
2026-04-21T02:14:00+00:00,16.54,2.263
2026-04-21T02:15:00+00:00,15.84,2.079
2026-04-21T02:16:00+00:00,16.96,2.144
2026-04-21T02:17:00+00:00,15.87,2.25
2026-04-21T02:18:00+00:00,16.12,2.176
2026-04-21T02:19:00+00:00,16.85,2.127
2026-04-21T02:20:00+00:00,16.4,2.143
2026-04-21T02:21:00+00:00,16.57,2.195
2026-04-21T02:22:00+00:00,16.59,2.149
2026-04-21T02:23:00+00:00,16.06,2.211
2026-04-21T02:24:00+00:00,16.5,2.224
2026-04-21T02:25:00+00:00,16.12,2.231
2026-04-21T02:26:00+00:00,16.4,2.179
2026-04-21T02:27:00+00:00,17.08,2.138
2026-04-21T02:28:00+00:00,16.4,2.194
2026-04-21T02:29:00+00:00,16.71,2.201
2026-04-21T02:30:00+00:00,16.41,2.184
2026-04-21T02:31:00+00:00,17.65,2.224
2026-04-21T02:32:00+00:00,16.02,2.128
2026-04-21T02:33:00+00:00,17.24,2.268
2026-04-21T02:34:00+00:00,15.49,2.191
2026-04-21T02:35:00+00:00,16.66,2.249
2026-04-21T02:36:00+00:00,16.31,2.118
2026-04-21T02:37:00+00:00,16.44,2.187
2026-04-21T02:38:00+00:00,16.65,2.022
2026-04-21T02:39:00+00:00,16.82,2.14
2026-04-21T02:40:00+00:00,17.22,2.156
2026-04-21T02:41:00+00:00,17.01,2.158
2026-04-21T02:42:00+00:00,17.01,2.194
2026-04-21T02:43:00+00:00,17.12,2.15
2026-04-21T02:44:00+00:00,16.65,2.186
2026-04-21T02:45:00+00:00,17.6,2.123
2026-04-21T02:46:00+00:00,16.8,2.302
2026-04-21T02:47:00+00:00,17.36,2.17
2026-04-21T02:48:00+00:00,16.78,2.217
2026-04-21T02:49:00+00:00,17.46,2.106
2026-04-21T02:50:00+00:00,17.16,2.09
2026-04-21T02:51:00+00:00,16.86,2.213
2026-04-21T02:52:00+00:00,17.05,2.187
2026-04-21T02:53:00+00:00,17.38,2.213
2026-04-21T02:54:00+00:00,17.06,2.205
2026-04-21T02:55:00+00:00,16.95,2.23
2026-04-21T02:56:00+00:00,16.82,2.238
2026-04-21T02:57:00+00:00,17.11,2.127
2026-04-21T02:58:00+00:00,17.8,2.15
2026-04-21T02:59:00+00:00,17.51,2.159
2026-04-21T03:00:00+00:00,17.6,2.221
2026-04-21T03:01:00+00:00,17.14,2.19
2026-04-21T03:02:00+00:00,17.29,2.232
2026-04-21T03:03:00+00:00,17.57,2.13
2026-04-21T03:04:00+00:00,17.09,2.179
2026-04-21T03:05:00+00:00,17.08,2.162
2026-04-21T03:06:00+00:00,17.74,2.175
2026-04-21T03:07:00+00:00,17.48,2.166
2026-04-21T03:08:00+00:00,17.53,2.156
2026-04-21T03:09:00+00:00,17.4,2.201
2026-04-21T03:10:00+00:00,17.73,2.085
2026-04-21T03:11:00+00:00,17.47,2.189
2026-04-21T03:12:00+00:00,17.21,2.201
2026-04-21T03:13:00+00:00,17.04,2.168
2026-04-21T03:14:00+00:00,18.17,2.261
2026-04-21T03:15:00+00:00,17.09,2.152
2026-04-21T03:16:00+00:00,17.17,2.158
2026-04-21T03:17:00+00:00,17.62,2.185
2026-04-21T03:18:00+00:00,17.49,2.147
2026-04-21T03:19:00+00:00,18.36,2.129
2026-04-21T03:20:00+00:00,18.08,2.185
2026-04-21T03:21:00+00:00,17.19,2.184
2026-04-21T03:22:00+00:00,17.38,2.252
2026-04-21T03:23:00+00:00,17.96,2.114
2026-04-21T03:24:00+00:00,17.63,2.183
2026-04-21T03:25:00+00:00,17.72,2.233
2026-04-21T03:26:00+00:00,17.9,2.214
2026-04-21T03:27:00+00:00,17.68,2.235
2026-04-21T03:28:00+00:00,17.95,2.217
2026-04-21T03:29:00+00:00,18.14,2.169
2026-04-21T03:30:00+00:00,17.87,2.265
2026-04-21T03:31:00+00:00,17.97,2.166
2026-04-21T03:32:00+00:00,18.21,2.161
2026-04-21T03:33:00+00:00,18.49,2.176
2026-04-21T03:34:00+00:00,17.77,2.174
2026-04-21T03:35:00+00:00,18.7,2.13
2026-04-21T03:36:00+00:00,18.26,2.201
2026-04-21T03:37:00+00:00,17.31,2.203
2026-04-21T03:38:00+00:00,17.78,2.216
2026-04-21T03:39:00+00:00,17.97,2.101
2026-04-21T03:40:00+00:00,18.02,2.155
2026-04-21T03:41:00+00:00,17.43,2.225
2026-04-21T03:42:00+00:00,18.92,2.128
2026-04-21T03:43:00+00:00,17.86,2.153
2026-04-21T03:44:00+00:00,18.18,2.201
2026-04-21T03:45:00+00:00,18.38,2.153
2026-04-21T03:46:00+00:00,17.86,2.154
2026-04-21T03:47:00+00:00,17.43,2.183
2026-04-21T03:48:00+00:00,18.54,2.134
2026-04-21T03:49:00+00:00,17.58,2.257
2026-04-21T03:50:00+00:00,18.12,2.239
2026-04-21T03:51:00+00:00,18.98,2.152
2026-04-21T03:52:00+00:00,18.37,2.184
2026-04-21T03:53:00+00:00,18.91,2.337
2026-04-21T03:54:00+00:00,18.46,2.039
2026-04-21T03:55:00+00:00,18.03,2.212
2026-04-21T03:56:00+00:00,18.37,2.201
2026-04-21T03:57:00+00:00,17.92,2.197
2026-04-21T03:58:00+00:00,17.96,2.133
2026-04-21T03:59:00+00:00,18.6,2.174
2026-04-21T04:00:00+00:00,18.62,2.157
2026-04-21T04:01:00+00:00,18.22,2.175
2026-04-21T04:02:00+00:00,18.4,2.183
2026-04-21T04:03:00+00:00,18.1,2.221
2026-04-21T04:04:00+00:00,18.89,2.134
2026-04-21T04:05:00+00:00,18.43,2.199
2026-04-21T04:06:00+00:00,18.66,2.206
2026-04-21T04:07:00+00:00,18.54,2.182
2026-04-21T04:08:00+00:00,18.48,2.164
2026-04-21T04:09:00+00:00,18.28,2.206
2026-04-21T04:10:00+00:00,19.05,2.188
2026-04-21T04:11:00+00:00,18.31,2.2
2026-04-21T04:12:00+00:00,19.36,2.242
2026-04-21T04:13:00+00:00,18.81,2.197
2026-04-21T04:14:00+00:00,18.54,2.236
2026-04-21T04:15:00+00:00,19.02,2.188
2026-04-21T04:16:00+00:00,18.95,2.258
2026-04-21T04:17:00+00:00,18.6,2.185
2026-04-21T04:18:00+00:00,18.87,2.132
2026-04-21T04:19:00+00:00,18.78,2.304
2026-04-21T04:20:00+00:00,18.8,2.169
2026-04-21T04:21:00+00:00,18.75,2.206
2026-04-21T04:22:00+00:00,18.59,2.286
2026-04-21T04:23:00+00:00,18.81,2.152
2026-04-21T04:24:00+00:00,19.58,2.253
2026-04-21T04:25:00+00:00,19.15,2.266
2026-04-21T04:26:00+00:00,18.54,2.119
2026-04-21T04:27:00+00:00,18.75,2.144
2026-04-21T04:28:00+00:00,19.33,2.263
2026-04-21T04:29:00+00:00,19.33,2.217
2026-04-21T04:30:00+00:00,20.07,2.109
2026-04-21T04:31:00+00:00,19.77,2.261
2026-04-21T04:32:00+00:00,19.31,2.196
2026-04-21T04:33:00+00:00,19.05,2.222
2026-04-21T04:34:00+00:00,19.41,2.2
2026-04-21T04:35:00+00:00,19.18,2.159
2026-04-21T04:36:00+00:00,19.42,2.221
2026-04-21T04:37:00+00:00,19.29,2.19
2026-04-21T04:38:00+00:00,18.66,2.139
2026-04-21T04:39:00+00:00,20.27,2.191
2026-04-21T04:40:00+00:00,18.91,2.273
2026-04-21T04:41:00+00:00,19.73,2.21
2026-04-21T04:42:00+00:00,19.7,2.184
2026-04-21T04:43:00+00:00,19.49,2.232
2026-04-21T04:44:00+00:00,18.95,2.208
2026-04-21T04:45:00+00:00,19.19,2.212
2026-04-21T04:46:00+00:00,18.86,2.159
2026-04-21T04:47:00+00:00,19.5,2.18
2026-04-21T04:48:00+00:00,19.78,2.212
2026-04-21T04:49:00+00:00,19.25,2.163
2026-04-21T04:50:00+00:00,18.86,2.145
2026-04-21T04:51:00+00:00,19.39,2.205
2026-04-21T04:52:00+00:00,20.15,2.192
2026-04-21T04:53:00+00:00,19.9,2.097
2026-04-21T04:54:00+00:00,19.53,2.102
2026-04-21T04:55:00+00:00,19.33,2.127
2026-04-21T04:56:00+00:00,19.84,2.236
2026-04-21T04:57:00+00:00,19.64,2.172
2026-04-21T04:58:00+00:00,20.09,2.166
2026-04-21T04:59:00+00:00,19.91,2.214
2026-04-21T05:00:00+00:00,19.89,2.134
2026-04-21T05:01:00+00:00,20.35,2.123
2026-04-21T05:02:00+00:00,20.12,2.173
2026-04-21T05:03:00+00:00,20.61,2.268
2026-04-21T05:04:00+00:00,20.18,2.275
2026-04-21T05:05:00+00:00,20.04,2.208
2026-04-21T05:06:00+00:00,20.09,2.182
2026-04-21T05:07:00+00:00,20.42,2.133
2026-04-21T05:08:00+00:00,20.25,2.18
2026-04-21T05:09:00+00:00,20.1,2.201
2026-04-21T05:10:00+00:00,20.29,2.17
2026-04-21T05:11:00+00:00,20.38,2.163
2026-04-21T05:12:00+00:00,19.74,2.15
2026-04-21T05:13:00+00:00,20.22,2.191
2026-04-21T05:14:00+00:00,20.36,2.11
2026-04-21T05:15:00+00:00,20.73,2.128
2026-04-21T05:16:00+00:00,20.53,2.224
2026-04-21T05:17:00+00:00,20.33,2.29
2026-04-21T05:18:00+00:00,20.32,2.18
2026-04-21T05:19:00+00:00,20.05,2.219
2026-04-21T05:20:00+00:00,20.04,2.164
2026-04-21T05:21:00+00:00,20.08,2.146
2026-04-21T05:22:00+00:00,20.5,2.208
2026-04-21T05:23:00+00:00,20.58,2.168
2026-04-21T05:24:00+00:00,20.51,2.159
2026-04-21T05:25:00+00:00,20.29,2.123
2026-04-21T05:26:00+00:00,20.9,2.221
2026-04-21T05:27:00+00:00,20.76,2.082
2026-04-21T05:28:00+00:00,20.55,2.227
2026-04-21T05:29:00+00:00,20.89,2.253
2026-04-21T05:30:00+00:00,20.39,2.119
2026-04-21T05:31:00+00:00,20.92,2.216
2026-04-21T05:32:00+00:00,21.18,2.161
2026-04-21T05:33:00+00:00,20.68,2.128
2026-04-21T05:34:00+00:00,21.02,2.224
2026-04-21T05:35:00+00:00,21.2,2.175
2026-04-21T05:36:00+00:00,21.17,2.206
2026-04-21T05:37:00+00:00,21.12,2.171
2026-04-21T05:38:00+00:00,21.45,2.166
2026-04-21T05:39:00+00:00,21.17,2.165
2026-04-21T05:40:00+00:00,20.57,2.192
2026-04-21T05:41:00+00:00,21.38,2.112
2026-04-21T05:42:00+00:00,20.79,2.159
2026-04-21T05:43:00+00:00,21.05,2.198
2026-04-21T05:44:00+00:00,21.28,2.179
2026-04-21T05:45:00+00:00,20.77,2.244
2026-04-21T05:46:00+00:00,20.82,2.172
2026-04-21T05:47:00+00:00,21.59,2.176
2026-04-21T05:48:00+00:00,21.2,2.235
2026-04-21T05:49:00+00:00,20.96,2.177
2026-04-21T05:50:00+00:00,21.04,2.158
2026-04-21T05:51:00+00:00,20.97,2.213
2026-04-21T05:52:00+00:00,21.15,2.144
2026-04-21T05:53:00+00:00,21.2,2.081
2026-04-21T05:54:00+00:00,21.15,2.166
2026-04-21T05:55:00+00:00,21.7,2.15
2026-04-21T05:56:00+00:00,21.38,2.214
2026-04-21T05:57:00+00:00,21.21,2.183
2026-04-21T05:58:00+00:00,21.57,2.176
2026-04-21T05:59:00+00:00,21.46,2.142
2026-04-21T06:00:00+00:00,21.63,2.197
2026-04-21T06:01:00+00:00,21.48,2.196
2026-04-21T06:02:00+00:00,21.52,2.203
2026-04-21T06:03:00+00:00,21.84,2.276
2026-04-21T06:04:00+00:00,20.99,2.156
2026-04-21T06:05:00+00:00,21.55,2.247
2026-04-21T06:06:00+00:00,21.53,2.279
2026-04-21T06:07:00+00:00,21.05,2.181
2026-04-21T06:08:00+00:00,21.48,2.15
2026-04-21T06:09:00+00:00,21.19,2.192
2026-04-21T06:10:00+00:00,21.7,2.194
2026-04-21T06:11:00+00:00,21.49,2.274
2026-04-21T06:12:00+00:00,21.45,2.148
2026-04-21T06:13:00+00:00,21.39,2.204
2026-04-21T06:14:00+00:00,21.78,2.21
2026-04-21T06:15:00+00:00,21.4,2.194
2026-04-21T06:16:00+00:00,21.45,2.175
2026-04-21T06:17:00+00:00,20.93,2.133
2026-04-21T06:18:00+00:00,22.11,2.207
2026-04-21T06:19:00+00:00,21.68,2.18
2026-04-21T06:20:00+00:00,21.25,2.225
2026-04-21T06:21:00+00:00,22.44,2.168
2026-04-21T06:22:00+00:00,22.22,2.18
2026-04-21T06:23:00+00:00,22.3,2.17
2026-04-21T06:24:00+00:00,22.96,2.182
2026-04-21T06:25:00+00:00,22.38,2.253
2026-04-21T06:26:00+00:00,22.09,2.141
2026-04-21T06:27:00+00:00,22.47,2.161
2026-04-21T06:28:00+00:00,22.01,2.249
2026-04-21T06:29:00+00:00,21.33,2.247
2026-04-21T06:30:00+00:00,22.36,2.155
2026-04-21T06:31:00+00:00,22.48,2.19
2026-04-21T06:32:00+00:00,22.69,2.196
2026-04-21T06:33:00+00:00,21.95,2.215
2026-04-21T06:34:00+00:00,22.83,2.19
2026-04-21T06:35:00+00:00,22.21,2.249
2026-04-21T06:36:00+00:00,21.76,2.224
2026-04-21T06:37:00+00:00,22.99,2.177
2026-04-21T06:38:00+00:00,22.48,2.072
2026-04-21T06:39:00+00:00,22.68,2.173
2026-04-21T06:40:00+00:00,22.59,2.221
2026-04-21T06:41:00+00:00,22.99,2.241
2026-04-21T06:42:00+00:00,22.68,2.186
2026-04-21T06:43:00+00:00,22.3,2.164
2026-04-21T06:44:00+00:00,22.86,2.243
2026-04-21T06:45:00+00:00,23.33,2.158
2026-04-21T06:46:00+00:00,22.6,2.234
2026-04-21T06:47:00+00:00,22.61,2.229
2026-04-21T06:48:00+00:00,22.3,2.115
2026-04-21T06:49:00+00:00,22.5,2.101
2026-04-21T06:50:00+00:00,22.47,2.211
2026-04-21T06:51:00+00:00,23.36,2.012
2026-04-21T06:52:00+00:00,23.4,2.148
2026-04-21T06:53:00+00:00,23.48,2.129
2026-04-21T06:54:00+00:00,22.68,2.237
2026-04-21T06:55:00+00:00,23.05,2.222
2026-04-21T06:56:00+00:00,23.44,2.094
2026-04-21T06:57:00+00:00,23.73,2.193
2026-04-21T06:58:00+00:00,23.56,2.149
2026-04-21T06:59:00+00:00,22.55,2.181
2026-04-21T07:00:00+00:00,22.85,2.211
2026-04-21T07:01:00+00:00,22.71,2.167
2026-04-21T07:02:00+00:00,23.33,2.106
2026-04-21T07:03:00+00:00,23.36,2.234
2026-04-21T07:04:00+00:00,23.19,2.153
2026-04-21T07:05:00+00:00,22.95,2.156
2026-04-21T07:06:00+00:00,22.9,2.159
2026-04-21T07:07:00+00:00,22.98,2.212
2026-04-21T07:08:00+00:00,23.45,2.111
2026-04-21T07:09:00+00:00,23.32,2.271
2026-04-21T07:10:00+00:00,24.11,2.162
2026-04-21T07:11:00+00:00,23.59,2.221
2026-04-21T07:12:00+00:00,23.4,2.266
2026-04-21T07:13:00+00:00,23.51,2.234
2026-04-21T07:14:00+00:00,23.17,2.162
2026-04-21T07:15:00+00:00,23.4,2.218
2026-04-21T07:16:00+00:00,22.62,2.223
2026-04-21T07:17:00+00:00,23.02,2.178
2026-04-21T07:18:00+00:00,22.86,2.148
2026-04-21T07:19:00+00:00,22.8,2.166
2026-04-21T07:20:00+00:00,23.26,2.207
2026-04-21T07:21:00+00:00,24.29,2.177
2026-04-21T07:22:00+00:00,23.24,2.191
2026-04-21T07:23:00+00:00,23.35,2.144
2026-04-21T07:24:00+00:00,23.56,2.105
2026-04-21T07:25:00+00:00,24.29,2.188
2026-04-21T07:26:00+00:00,24.03,2.117
2026-04-21T07:27:00+00:00,23.7,2.187
2026-04-21T07:28:00+00:00,24.26,2.234
2026-04-21T07:29:00+00:00,23.62,2.16
2026-04-21T07:30:00+00:00,23.48,2.22
2026-04-21T07:31:00+00:00,24.0,2.187
2026-04-21T07:32:00+00:00,23.44,2.185
2026-04-21T07:33:00+00:00,24.6,2.226
2026-04-21T07:34:00+00:00,23.66,2.196
2026-04-21T07:35:00+00:00,23.56,2.207
2026-04-21T07:36:00+00:00,24.23,2.167
2026-04-21T07:37:00+00:00,23.78,2.042
2026-04-21T07:38:00+00:00,23.72,2.171
2026-04-21T07:39:00+00:00,23.7,2.107
2026-04-21T07:40:00+00:00,24.13,2.119
2026-04-21T07:41:00+00:00,23.29,2.142
2026-04-21T07:42:00+00:00,24.67,2.201
2026-04-21T07:43:00+00:00,24.1,2.102
2026-04-21T07:44:00+00:00,24.12,2.219
2026-04-21T07:45:00+00:00,24.58,2.152
2026-04-21T07:46:00+00:00,24.52,2.197
2026-04-21T07:47:00+00:00,24.32,2.236
2026-04-21T07:48:00+00:00,23.99,2.166
2026-04-21T07:49:00+00:00,24.18,2.187
2026-04-21T07:50:00+00:00,24.55,2.163
2026-04-21T07:51:00+00:00,24.86,2.181
2026-04-21T07:52:00+00:00,24.33,2.201
2026-04-21T07:53:00+00:00,24.28,2.105
2026-04-21T07:54:00+00:00,24.74,2.1
2026-04-21T07:55:00+00:00,24.06,2.14
2026-04-21T07:56:00+00:00,23.91,2.146
2026-04-21T07:57:00+00:00,24.37,2.173
2026-04-21T07:58:00+00:00,25.14,2.138
2026-04-21T07:59:00+00:00,24.71,2.219
2026-04-21T08:00:00+00:00,23.79,2.147
2026-04-21T08:01:00+00:00,24.53,2.065
2026-04-21T08:02:00+00:00,24.88,2.173
2026-04-21T08:03:00+00:00,24.51,2.206
2026-04-21T08:04:00+00:00,24.68,2.164
2026-04-21T08:05:00+00:00,24.78,2.172
2026-04-21T08:06:00+00:00,25.45,2.191
2026-04-21T08:07:00+00:00,24.75,2.108
2026-04-21T08:08:00+00:00,24.52,2.158
2026-04-21T08:09:00+00:00,24.92,2.237
2026-04-21T08:10:00+00:00,24.16,2.197
2026-04-21T08:11:00+00:00,25.23,2.169
2026-04-21T08:12:00+00:00,25.16,2.147
2026-04-21T08:13:00+00:00,24.44,2.121
2026-04-21T08:14:00+00:00,24.36,2.116
2026-04-21T08:15:00+00:00,24.1,2.133
2026-04-21T08:16:00+00:00,25.05,2.078
2026-04-21T08:17:00+00:00,24.62,2.216
2026-04-21T08:18:00+00:00,25.32,2.078
2026-04-21T08:19:00+00:00,24.74,2.23
2026-04-21T08:20:00+00:00,24.86,2.179
2026-04-21T08:21:00+00:00,25.16,2.128
2026-04-21T08:22:00+00:00,24.68,2.191
2026-04-21T08:23:00+00:00,25.4,2.293
2026-04-21T08:24:00+00:00,25.38,2.17
2026-04-21T08:25:00+00:00,25.01,2.175
2026-04-21T08:26:00+00:00,24.88,2.217
2026-04-21T08:27:00+00:00,25.14,2.176
2026-04-21T08:28:00+00:00,24.75,2.083
2026-04-21T08:29:00+00:00,25.48,2.202
2026-04-21T08:30:00+00:00,24.83,2.219
2026-04-21T08:31:00+00:00,25.84,2.21
2026-04-21T08:32:00+00:00,26.08,2.206
2026-04-21T08:33:00+00:00,25.39,2.181
2026-04-21T08:34:00+00:00,24.96,2.062
2026-04-21T08:35:00+00:00,25.26,2.221
2026-04-21T08:36:00+00:00,25.85,2.193
2026-04-21T08:37:00+00:00,26.16,2.151
2026-04-21T08:38:00+00:00,25.36,2.18
2026-04-21T08:39:00+00:00,25.56,2.261
2026-04-21T08:40:00+00:00,25.38,2.186
2026-04-21T08:41:00+00:00,24.86,2.126
2026-04-21T08:42:00+00:00,24.99,2.194
2026-04-21T08:43:00+00:00,25.77,2.187
2026-04-21T08:44:00+00:00,25.71,2.219
2026-04-21T08:45:00+00:00,25.71,2.164
2026-04-21T08:46:00+00:00,25.4,2.125
2026-04-21T08:47:00+00:00,26.09,2.121
2026-04-21T08:48:00+00:00,25.07,2.162
2026-04-21T08:49:00+00:00,25.41,2.213
2026-04-21T08:50:00+00:00,25.34,2.165
2026-04-21T08:51:00+00:00,25.65,2.138
2026-04-21T08:52:00+00:00,24.65,2.113
2026-04-21T08:53:00+00:00,25.78,2.169
2026-04-21T08:54:00+00:00,25.85,2.17
2026-04-21T08:55:00+00:00,26.07,2.208
2026-04-21T08:56:00+00:00,25.51,2.19
2026-04-21T08:57:00+00:00,25.8,2.202
2026-04-21T08:58:00+00:00,25.93,2.171
2026-04-21T08:59:00+00:00,25.5,2.202
2026-04-21T09:00:00+00:00,26.02,2.179
2026-04-21T09:01:00+00:00,25.54,2.179
2026-04-21T09:02:00+00:00,26.29,2.13
2026-04-21T09:03:00+00:00,26.07,2.155
2026-04-21T09:04:00+00:00,25.45,2.183
2026-04-21T09:05:00+00:00,25.98,2.15
2026-04-21T09:06:00+00:00,25.77,2.111
2026-04-21T09:07:00+00:00,26.26,2.195
2026-04-21T09:08:00+00:00,26.15,2.196
2026-04-21T09:09:00+00:00,25.45,2.094
2026-04-21T09:10:00+00:00,26.37,2.14
2026-04-21T09:11:00+00:00,26.01,2.154
2026-04-21T09:12:00+00:00,25.51,2.18
2026-04-21T09:13:00+00:00,24.94,2.149
2026-04-21T09:14:00+00:00,25.2,2.155
2026-04-21T09:15:00+00:00,26.8,2.177
2026-04-21T09:16:00+00:00,26.75,2.16
2026-04-21T09:17:00+00:00,26.09,2.151
